Ace,,"Reviewed in the United States on December 14, 2020","I was using a wireless g602 mouse for gaming and day to day work related tasks. The battery lasted a little while but got tired of having to re-charge my batteries. I saw this was on sale and figured I give it a try. Very comfortable mouse. The weight of the g502 mouse isn't an issue for me when gaming as it feels lighter than the g602 because of it being a wired mouse. The response time is excellent with no issues in my book. I liked the g502 so much i bought a second for my home computer. I even convinced a coworker to purchase one. Btw, it does have the ability to change the color of the logo which is an added feature."
Devin Mallory,,"Reviewed in the United States on May 7, 2020","GREAT MOUSE but i received the item used, in a broken box, and dirty. Dirtier than I personally let my desktop gear get.. I love the mouse, the features and the, function, but I would not order from this seller again. Mine was shipped from Seller: Value Stock. Hopefully when I return it nobody will receive it without at least being tested and cleaned next time..
UPDATE: Received a replacement from the seller, not sure how the mistake happened but I now have a ""like-new"" mouse and it is amazing. The customization of weight always sounded gimmicky to me but after testing a few different setups I have found my preference. The buttons all seem to function perfectly, though the front side button (They market it as dps shift but it is remapable). If you have big hands or long fingers, I highly recommend this mouse!"
Lane Matson,,"Reviewed in the United States on September 30, 2023",i bought 2
J. Palmer,,"Reviewed in the United States on July 20, 2023",Kiddo used this for years before upgrading. Worked for school and gaming.
William Dorsey,,"Reviewed in the United States on December 24, 2019","Coming from a knockoff $8 dollar 4 button gaming mouse, this is night and day. I don't know why the special edition is $30 but it feels like I stole, and in game its such a performance difference I feel like I'm cheating! Aim button? I didn't know that existed! I mostly play free hero shooter Paladins on steam, but I also ay NMS, Astroneer and RDR2 and I am loving it. It's going to take a while to get used to the shape, but the layout, software and functionality have been mind blowing since day 1 and it just gets better every day I get more acclimated to it. Also, the aim button is great for office productivity and yes, you can turn off the aim button notification. Again, I can't believe I got this for $30"
Bobby Roth,,"Reviewed in the United States on March 29, 2022","When someone advertises a warranty for a certain amount of time, you kinda expect it to still last longer, no? Or is it just me? This has a warranty of 2 years, and yes, 2 years and 3 months later, primary button is going bad. So sad. HOWEVER, this is a really badass mouse lol. Definitely best suited for shooters and fast paced games...
...
...
Dammit, fine, I'll buy another."
jd,,"Reviewed in the United States on April 27, 2020","I've been using this mouse for several months now. I bought the black and white special edition only because it was cheaper than the regular version and I'm happy I did. The white looks good and looks good on the mouse.

This is a solid mouse. It seems well constructed and despite all the hatred on the mouse wheel, I like it. The wheel is heavy (seems to be a solid piece of aluminum) and scrolls easily. The buttons have a slight tactile click so I know they've been activated but aren't obnoxiously loud. The cable braid seem heavy enough to stand against a good amount of abuse.

Overall this really is a very good mouse for a very good price."
Chris Calvin,,"Reviewed in the United States on May 7, 2021",I bought this as my first gaming mouse. I was in the process of buying my first gaming pc at the same time. When I got the mouse it worked wonderfully. But then it started having issues. It wouldn't drag and drop properly then while playing a game and trying to shoot arrows it would shoot several arrows before actually firing a good shot even though I was holding down the mouse button the whole time. It got so bad that I have had to take it off my computer and use a cheap no name mouse for now till I can buy a new mouse.
Matthew,,"Reviewed in the United States on January 4, 2023","Nice plug and play, the buttons have a nice feel to them and the over all build quality seems good. its a little smaller than my old mouse so im still getting used to the feel but its not an unpleasant."
john,,"Reviewed in the United States on January 12, 2023",I’ve always struggled finding a good gaming mouse that fits my hand but this one works perfectly for someone with a bigger hands it’s also just a great mouse that has some good settings for programming however you want the only downside is the software it can be a bit buggy
Gavin,,"Reviewed in the United States on June 14, 2023",This mouse works great I think it looks better than the regular
Jose Gallegos,,"Reviewed in the United States on August 22, 2020","This mouse is amazing. I got it when my g602 died out on me. The sensor is super responsible without being jittery, included weights make it so you can adjust the weight to something that feels great for you, as Id used a wireless mouse with 2 AA batteries inside I preffer mice with a bit of heft. The buttons on the mouse are all in pretty nice places and G hub makes it super easy to assign specific commands to easier to reach places. I'm not one for adjustable dpi or seperate profiles but the options for those are present and seem well implemented, better for me though the dpi and profile associated buttons can also be rebound! All in all, well worth the price"
Craig C.,,"Reviewed in the United States on March 13, 2020","The Logitech g502 is one of the best gaming mice on the market. I have had the Proteus core for quite a few years, and I have now upgraded to this one. They all are amazing and they keep getting better with each generation. New sensor is extremely smooth and very responsive. The tuning software from Logitech and very user-friendly and the customization is nearly Limitless. I found the tangle free branded cord on the Hero SE very premium feeling. My last g502 lasted over 5 years and is still going so I expect great things from this one. Would definitely recommend this product at its normal MSRP, but as I just got this one for $35, picking it up was a no-brainer."
John,,"Reviewed in the United States on December 8, 2019","It has ALL the things logitech has shoved into a gaming mouse and it's this cheap? The wireless version of this is more than 4 times the price.
I can no longer live without the left/right scroll wheel clicks for videos but they do wear out if you use them as much as I do. Or as accident prone, or plagued with as many sinister housepets as I am. No stars off bc every time I go to replace my mouse it's cheaper and better.
Came from a G700s to, well another G700s to a 502 Proteus to the Hero. The Hero sensor is great. I upped my personal DPI and speed by a thousand and am no less accurate in games. I should get another while they're cheap."
Vinna,,"Reviewed in the United States on March 24, 2020","just started pc gaming and this thing is a game changer! love how you can change the dpi through either the dpi button or you can be more precise and use the logitech ghub software. you can change the color of the led inside the mouse and reassign the buttons. the dpi sniping button is okay, but i just remapped the button for something else. i LOVE how you can add and remove weights to this thing. i play with 3 weights on my mouse. this thing is very ergonomic, feels amazing. the cable is braided and non-removable. this mouse has a nice scrool wheel. its really cool how it can switch to a free spinning wheel. great mouse for gaming."
Rolling Hedgehog,,"Reviewed in the United States on October 29, 2020","while I mainly play MMO games and I have large hands I have found this mouse nice to use. it is fairly comfortable (slightly smaller than my old mouse), and I like the weight. some people find it too heavy but I added all the weights and found it to be an ok weight (would have liked a bit heavier). as far as the programming and speed it is fantastic. I have not had any complaints with this mouse and have used it for some photoshop, WoW, final fantasy 14, borderlands 1-2, fallout, elder scrolls, etc

probably not pushing the limits of this mouse, but it is getting the job done and I am enjoying using it"
Sarah,,"Reviewed in the United States on January 7, 2023","I've used the G502 for years and the SE is such a nice touch. The white accent is really cool, overall feel is amazing too.
Always recommend this mouse for anyone who needs those extra buttons during game time, while being comfortable to play with for hours."
Bookm_danno,,"Reviewed in the United States on January 6, 2020","I'm not a dishonest person and I tell you as it is. I'll make a brief pro and con list for your convenience

Pros:
all the dpi necessary for your games
The scroll wheel has a free-roll mode, and a stutter-scroll.
clicks are tactile
9 programmable buttons.

cons:
(nothing too serious in all matters)
Dpi adjusting gets to be a chore after a while, but you get the hang of it soon enough
No ""fire"" button or a button that will do 2 left clicks at one press (which some budget mice do have)
The Logitech logo the flashes the rgb colors is hidden by your hand 90% of the time, not sure of the whole point of RBG when your hand is on it XD"
NNB,,"Reviewed in the United States on April 18, 2021","i thought it would be worse than the already-awesome Logitech G502, as it is a bit cheaper (i do not know the exact price but whatever) but i was proven wrong as it is literally a G502 with white accents.

I would recommend this mouse to anyone, just not for FPS (first person shooter) games.

The mouse's bulkiness and weight (even though its customizable) just isn't ideal for clicking heads and flicking, but its all down to personal preference.

Verdict is that it has its ups and downs, but this is still a good mouse overall"
Justin,,"Reviewed in the United States on April 7, 2021","I've had an original G502 Proteus Core for years, and my god the thing is indestructible, I've tripped over the wire for it and had it slam hard to the ground nearly daily since I've had it and not only has it never broken, it still hardly has a scratch on it.

This mouse is a rather simple upgrade, it looks nicer with the black and white, it has RGB lights instead of the solid logitech blue, and it has a better sensor although the original G502 sensors are just fine and you won't notice any difference really."
Alec Tillery,,"Reviewed in the United States on August 10, 2021","Was looking for a gaming mouse not too long ago due to the previous one giving into multiple wacks on my desk and came across this Logtech G502. Saw it came in a sweet Special Edition model that costed only a bit more so I saw screw it, ball out. After owning it for a while, it has served me well.

Also went on the Logitech website to do some digging and noticed the Logitech G502 is $79.99, so I definitely got the better deal here."
Ken Butcher,,"Reviewed in the United States on July 3, 2023",My gamer son said this is a great mouse.
Brandon Kounovsky,,"Reviewed in the United States on December 10, 2019","Got it at a discount, and I feel it was completly with the $35. I've only used it a day and I feel like I have it figured out. The weight of the mouse without the added weight is kind of hefty compared to my last one, but honestly, I prefer it.
I love the fast scroll or controlled scroll feature too! This is the first time I've ever had a mouse of such quality!
I'd say the one downside is that you have to download the Logitech g hub to remap buttons as they are already preset to do things. Overall though, its a really nice product for the price, and once you figure everything out with a bit of research, an amazing mouse."
CJ,,"Reviewed in the United States on September 1, 2020","I've been using the original G502 for the longest time, and it has always been trustworthy to be a good, fast responding mouse great for gaming, especially FPS gaming. This mouse is no different, great mouse, I love the feature where you can unlock the scroll wheel and the side buttons are incredibly useful. It has great precision with just about any mouse pad I've tried, including soft cloth ones and hard cover ones. I've also have never had any clicking issues with this mouse, and trust me, I left click quite a lot. It's a perfect fit for my hand and it's a perfect fit for any computer, especially any gaming rig. Would definitely recommend."
S. Culver,,"Reviewed in the United States on December 14, 2019","Get the SE while you can. It’s an amazing price and what a deal. This is an amazing mouse with great button choices. Terrific button placement. Top of the line accuracy. Just an overall terrific mouse. I especially love the g-shift button. You can use this in games to have the dpi shift as you hold it and then return when you let go. Or for those like me, I use this mouse as a developer. I use the g-shift to basically allow we to switch to an alternate selection for the button. So with it held they do one action and when it’s not they do something else. It has allowed me to revolutionize my workflow in some very complex development tools"
Bishop,,"Reviewed in the United States on December 23, 2019","I just replaced my 2016 Razer Deathadder Chroma with this mouse because for the second time the middle click stopped working after 2 years of use. I wanted to try something different due to my ever growing hatred towards Razer products, and for over half the price this mouse is so much better. First of all, it is jam packed with features. The amount of extra buttons is great. The scroll wheel is also awesome as it can become a free spinning wheel at the press of a button, it can become a great tool in certain games or an addicting fidget toy. Not to mention the build quality, which is really good. This is a really good mouse, highly recommended."
Fred Savage,,"Reviewed in the United States on February 1, 2021","When I first got this I was coming from a Logitech G300s Optical Ambidextrous Gaming Mouse (also purchased on Amazon). That mouse felt great but I would have issues when holding the Left Mouse Button in a game and having it treat it like I had let go and re-clicked. I haven't had that issue with this mouse. The only thing I disliked was the mouse felt weird at first after coming from the G300s but now, 1.5 months after purchase, it feels great. No issues for any of the games I play."
Jeff S.,,"Reviewed in the United States on March 11, 2021",This mouse has a few great features. One is the scroll can be set to free scroll so there's no resistance or tactile feedback which is nice if you have pain in your wrist or hands. Also the software is very easy to use to create your own hotkeys and even macros on any of the buttons. The scroll wheel clicks left and right too for additional inputs. I have copy/paste on the left and right scroll wheel and back/forward on the thumb cluster buttons. Best mouse I've ever had.
J&J,,"Reviewed in the United States on April 8, 2023",Good Basic gaming mouse when you find it on sale
Reemy,,"Reviewed in the United States on September 1, 2022","I work in DevOps, and being able to hotkey copy and paste to some of these buttons ends up saving me a lot of things me and effort. It might not seem like much, but it speeds up my ability to work greatly."
Blaine,,"Reviewed in the United States on December 26, 2019","I bought this as a gift for my husband, who is very involved with gaming and technology. He loves the placement, versatility, and number of buttons. He uses this on a cloth mousepad, and says there is no drag, and he is able to rest his hand comfortably on the mouse without his pinky touching the mousepad. I noticed some negative reviews about the scroll wheel before purchasing, and the scroll wheel does free spin, but it also has ridges. Neither of us have had a problem with it spinning when we didn't need it to or having any trouble with it. It has ridges as pictured."
Nick Lucarelli,,"Reviewed in the United States on February 12, 2020","I was getting tired of constantly having to replace $20-30 gaming mice and decided to take it a step up in quality. I was not disappointed in the least, this mouse is the smoothest one I’ve ever used. The extra buttons are very useful for bindings and the software is very easy to install and use, nothing difficult about it. You can customize the weight of the mouse as well, which I find very handy if you have a preferred weight you like your mouse to be at. I highly recommend investing in this mouse, it’s got the biggest bang for the buck as far as I’ve seen."
Eric Johnisee,,"Reviewed in the United States on January 19, 2023",I bought 2 of these for my boys. Both of my sons were very happy with these. They love the adjustable weights which make this feel much more substantial. Going to be buying one for myself as well.
Vang,,"Reviewed in the United States on December 25, 2019","It was this or the corsair harpoon, my husband end up loving and I never got the chance to try it. (Sad face) He likes the weight of the mouse, he also said that he saw a different while playing modern warfare. (Notsure because he still die but end up first place?) No problem with the scrolling thing nor the program for the mouse yet, will update if any issue arise. Oh, I end up getting the corsair, keep in mind they are completely different mouse so do your research.

UPDATE: After a few months of using it. I too have experienced the double clicking on this mouse.."
Saood D.,,"Reviewed in the United States on December 20, 2020",This is my second G502 mouse. Not because the old one broke or anything but because it’s such a great mouse. The cable is braided so it won’t drag or even get caught. The lights in the mouse are RGB. DPI switch is really nice to have along with its display. Scroll wheel has 2 settings. Different profiles can be set up. Super handy to have the page back and page forward buttons on the mouse. Includes weights to change how the mouse feels. Very little sliding resistance. Overall great product
April,,"Reviewed in the United States on February 10, 2021","Works great so far. Ever since COVID I’ve been alternating days at home and in the office, and it’s made me realize that the gaming mouse I have at home is actually really fantastic for Excel as well. Particularly the Hyperscroll button! The shape and button layout of this one will take a bit of getting used to compared with my older G500, but I like that this model also includes weights so it feels nice and solid in my hand. Plus, great price."
Scott Stevens,,"Reviewed in the United States on August 11, 2022","I love this mouse and have one for all of my computers, gaming and business. I love that I can programs the buttons both for gaming and for common functions on my business computers. Logitech has always been a favorite and they never disappoint."
Amazon Customer,,"Reviewed in the United States on January 10, 2020","I bought this because numerous (even one or two reputable) sites list this as one of the best mice of 2019, and for good reason. The software works and the tracking is excellent.

My only complaints are that the scroll wheel over tracks a little when the locking switch is off and the bottom plate, that houses the weights, does not click into place, it uses a bit of suction to stay in place- I am a little uneasy about it but it is working for now. No points docked as the design is great and these are minor issues for the price point."
Rolland M. Weber,,"Reviewed in the United States on September 8, 2020","Using this mouse mainly for GTA V and 7 Days to Die. Very quick response, no apparent lag and buttons in comfortable locations. The adjustable weights can be a little fiddly to get in place, but they make a lot of difference in the overall feel of this mouse. The mouse wheel has a button that lets it spin freely or click which is great for papers or long essays involving multiple pages and the software allows a lot of options to make this thing do just about anything you want it to. Overall, absolutely worth the money."
Rooster,,"Reviewed in the United States on December 11, 2022",i love these mouse just had the black hero give up on me after 2years from smashing and being aggressive would always recommend this mouse to folks that need a reliable and cheap mouse
